Abbreviation,TeamName,GridPosition,Position,Points,Year,Circuit,RaceName,QualiDeltaToPole,QualiDeltaToTeammate,QualiBestTimeSec,TeamMomentum
MAG,Haas F1 Team,17.0,16.0,0.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-0.6666666666666667
HUL,Haas F1 Team,9.0,11.0,0.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,-0.6666666666666667
MAG,Haas F1 Team,18.0,19.0,0.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,0.0
HUL,Haas F1 Team,10.0,11.0,0.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
MAG,Haas F1 Team,18.0,12.0,0.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
HUL,Haas F1 Team,19.0,19.0,0.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
MAG,Haas F1 Team,20.0,20.0,0.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
HUL,Haas F1 Team,17.0,11.0,0.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,0.0
MAG,Haas F1 Team,14.0,12.0,0.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,0.0
HUL,Haas F1 Team,13.0,11.0,0.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,0.0
MAG,Haas F1 Team,16.0,17.0,0.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,0.0
HUL,Haas F1 Team,9.0,6.0,8.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,0.0
MAG,Haas F1 Team,12.0,8.0,4.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,2.6666666666666665
HUL,Haas F1 Team,6.0,6.0,8.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,4.0
MAG,Haas F1 Team,17.0,12.0,0.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,6.666666666666667
HUL,Haas F1 Team,11.0,13.0,0.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,1.3333333333333335
MAG,Haas F1 Team,15.0,15.0,0.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-1.3333333333333335
MAG,Haas F1 Team,17.0,14.0,0.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-6.666666666666667
HUL,Haas F1 Team,16.0,18.0,0.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-4.0
HUL,Haas F1 Team,12.0,11.0,0.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-2.6666666666666665
MAG,Haas F1 Team,20.0,18.0,0.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.0
MAG,Haas F1 Team,13.0,10.0,1.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,0.0
HUL,Haas F1 Team,10.0,17.0,0.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,0.3333333333333333
BEA,Haas F1 Team,10.0,10.0,1.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,0.3333333333333333
HUL,Haas F1 Team,12.0,11.0,0.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,0.6666666666666666
HUL,Haas F1 Team,6.0,9.0,2.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.0
MAG,Haas F1 Team,14.0,19.0,0.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.6666666666666667
HUL,Haas F1 Team,11.0,8.0,4.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,0.0
MAG,Haas F1 Team,8.0,11.0,0.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,1.6666666666666667
MAG,Haas F1 Team,7.0,7.0,6.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,0.33333333333333326
HUL,Haas F1 Team,10.0,9.0,2.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,2.666666666666667
BEA,Haas F1 Team,15.0,12.0,0.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.6666666666666665
HUL,Haas F1 Team,18.0,20.0,0.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,1.3333333333333333
HUL,Haas F1 Team,9.0,8.0,4.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-2.666666666666667
MAG,Haas F1 Team,12.0,12.0,0.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
MAG,Haas F1 Team,10.0,9.0,2.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-1.3333333333333333
HUL,Haas F1 Team,18.0,16.0,0.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,1.3333333333333335
HUL,Haas F1 Team,7.0,8.0,4.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
MAG,Haas F1 Team,14.0,16.0,0.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.6666666666666667
ZHO,Kick Sauber,17.0,11.0,0.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,16.0,19.0,0.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,16.0,17.0,0.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,20.0,18.0,0.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,13.0,14.0,0.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,19.0,15.0,0.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,13.0,14.0,0.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,20.0,18.0,0.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,16.0,14.0,0.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,10.0,20.0,0.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,19.0,14.0,0.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,16.0,16.0,0.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,17.0,15.0,0.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,16.0,18.0,0.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,17.0,13.0,0.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,18.0,16.0,0.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,19.0,13.0,0.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,20.0,15.0,0.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,15.0,13.0,0.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,12.0,16.0,0.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,18.0,16.0,0.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,20.0,17.0,0.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,16.0,15.0,0.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,14.0,18.0,0.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,12.0,16.0,0.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,18.0,19.0,0.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,14.0,15.0,0.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,19.0,19.0,0.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,16.0,19.0,0.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,17.0,20.0,0.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,19.0,16.0,0.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,20.0,18.0,0.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,17.0,14.0,0.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,16.0,16.0,0.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,20.0,15.0,0.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,19.0,16.0,0.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,16.0,17.0,0.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,18.0,19.0,0.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,15.0,14.0,0.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,19.0,15.0,0.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,11.0,13.0,0.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,19.0,15.0,0.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,13.0,13.0,0.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,19.0,18.0,0.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,0.0
ZHO,Kick Sauber,12.0,8.0,4.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,0.0
BOT,Kick Sauber,13.0,11.0,0.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,1.3333333333333333
ZHO,Kick Sauber,15.0,13.0,0.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,1.3333333333333333
BOT,Kick Sauber,9.0,18.0,0.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,1.3333333333333333
NOR,McLaren,7.0,6.0,8.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,-1.0
PIA,McLaren,8.0,8.0,4.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,7.999999999999999
PIA,McLaren,5.0,4.0,12.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,2.666666666666667
NOR,McLaren,6.0,8.0,4.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,2.0
NOR,McLaren,3.0,3.0,15.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-1.9999999999999991
PIA,McLaren,5.0,4.0,12.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,3.666666666666667
NOR,McLaren,3.0,5.0,10.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,2.333333333333334
PIA,McLaren,6.0,8.0,4.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,5.666666666666667
NOR,McLaren,4.0,2.0,18.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-1.6666666666666679
PIA,McLaren,5.0,8.0,4.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,0.33333333333333215
NOR,McLaren,5.0,1.0,25.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,-3.666666666666668
PIA,McLaren,6.0,13.0,0.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,7.0
NOR,McLaren,2.0,2.0,18.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-1.0
PIA,McLaren,5.0,4.0,12.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,5.666666666666668
PIA,McLaren,2.0,2.0,18.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-5.666666666666666
NOR,McLaren,4.0,4.0,12.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,6.333333333333334
NOR,McLaren,3.0,2.0,18.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-0.3333333333333339
PIA,McLaren,4.0,5.0,10.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,6.0
NOR,McLaren,1.0,2.0,19.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-2.666666666666666
PIA,McLaren,9.0,7.0,6.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,1.666666666666666
PIA,McLaren,7.0,2.0,18.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-4.333333333333334
NOR,McLaren,2.0,20.0,0.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,1.0
NOR,McLaren,3.0,3.0,15.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,-7.666666666666666
PIA,McLaren,5.0,4.0,12.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,-0.6666666666666661
PIA,McLaren,2.0,1.0,25.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-5.333333333333334
NOR,McLaren,1.0,2.0,18.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,9.333333333333332
PIA,McLaren,5.0,2.0,18.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,7.333333333333332
NOR,McLaren,4.0,5.0,10.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,11.333333333333332
NOR,McLaren,1.0,1.0,26.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-1.9999999999999982
PIA,McLaren,3.0,4.0,12.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-0.33333333333333215
PIA,McLaren,2.0,2.0,18.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,-4.333333333333332
NOR,McLaren,1.0,3.0,16.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,3.333333333333334
PIA,McLaren,2.0,1.0,25.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-2.666666666666666
NOR,McLaren,15.0,4.0,13.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,3.666666666666668
NOR,McLaren,1.0,1.0,25.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,-0.6666666666666679
PIA,McLaren,5.0,3.0,15.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,5.666666666666666
NOR,McLaren,1.0,4.0,12.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,-2.0
PIA,McLaren,5.0,5.0,10.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,-0.6666666666666679
NOR,McLaren,3.0,2.0,18.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-8.666666666666666
PIA,McLaren,17.0,8.0,4.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-4.333333333333334
NOR,McLaren,1.0,6.0,8.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-6.666666666666666
PIA,McLaren,8.0,8.0,4.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-2.333333333333334
NOR,McLaren,6.0,6.0,9.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-8.0
PIA,McLaren,8.0,7.0,6.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,-3.666666666666666
PIA,McLaren,4.0,3.0,15.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,-3.666666666666667
NOR,McLaren,3.0,10.0,2.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,4.666666666666667
NOR,McLaren,1.0,1.0,25.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,0.666666666666667
PIA,McLaren,2.0,10.0,1.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,7.666666666666667
RUS,Mercedes,3.0,5.0,10.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,3.6666666666666665
HAM,Mercedes,9.0,7.0,6.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,5.666666666666666
RUS,Mercedes,7.0,6.0,8.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,-2.333333333333334
HAM,Mercedes,8.0,9.0,2.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,1.0
RUS,Mercedes,7.0,17.0,0.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-3.666666666666667
HAM,Mercedes,11.0,18.0,0.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,-2.6666666666666665
RUS,Mercedes,9.0,7.0,6.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-7.333333333333333
HAM,Mercedes,7.0,9.0,2.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,-3.333333333333333
RUS,Mercedes,8.0,6.0,8.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-0.666666666666667
HAM,Mercedes,18.0,9.0,2.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,4.666666666666666
HAM,Mercedes,8.0,6.0,8.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,2.0
RUS,Mercedes,7.0,8.0,4.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,3.3333333333333335
HAM,Mercedes,8.0,6.0,8.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,-0.6666666666666661
RUS,Mercedes,6.0,7.0,7.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,2.666666666666667
RUS,Mercedes,5.0,5.0,10.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,0.33333333333333304
HAM,Mercedes,7.0,7.0,7.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,3.666666666666667
RUS,Mercedes,1.0,3.0,15.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,1.333333333333333
HAM,Mercedes,7.0,4.0,13.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,4.333333333333333
HAM,Mercedes,3.0,3.0,15.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,3.333333333333332
RUS,Mercedes,4.0,4.0,12.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,6.333333333333334
RUS,Mercedes,3.0,1.0,25.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,2.666666666666668
HAM,Mercedes,5.0,4.0,12.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,5.666666666666666
HAM,Mercedes,2.0,1.0,25.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,1.9999999999999982
RUS,Mercedes,1.0,19.0,0.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,7.333333333333334
HAM,Mercedes,5.0,3.0,15.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-4.999999999999998
RUS,Mercedes,17.0,8.0,5.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-2.9999999999999982
HAM,Mercedes,3.0,1.0,25.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-14.0
RUS,Mercedes,6.0,20.0,0.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,2.666666666666666
RUS,Mercedes,4.0,7.0,6.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-3.333333333333334
HAM,Mercedes,14.0,8.0,4.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,3.666666666666667
HAM,Mercedes,6.0,5.0,10.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,-11.666666666666666
RUS,Mercedes,3.0,7.0,6.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,-3.333333333333333
RUS,Mercedes,5.0,3.0,15.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-3.666666666666667
HAM,Mercedes,19.0,9.0,2.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,7.0
RUS,Mercedes,4.0,4.0,12.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,1.0
HAM,Mercedes,3.0,6.0,8.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,2.999999999999999
RUS,Mercedes,20.0,6.0,8.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,-3.000000000000001
HAM,Mercedes,17.0,20.0,0.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,1.666666666666667
HAM,Mercedes,6.0,4.0,12.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-4.333333333333333
RUS,Mercedes,5.0,5.0,10.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,-0.6666666666666661
RUS,Mercedes,2.0,4.0,12.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,-2.000000000000001
HAM,Mercedes,14.0,10.0,1.0,2024,São Paulo,São Paulo Grand Prix,2.0,0.0,82.3725,6.000000000000001
RUS,Mercedes,1.0,1.0,25.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,1.0
HAM,Mercedes,10.0,2.0,18.0,2024,Las Vegas,Las Vegas Grand Prix,2.0,0.0,82.3725,5.333333333333333
RUS,Mercedes,1.0,4.0,12.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,3.333333333333332
HAM,Mercedes,6.0,12.0,0.0,2024,Lusail,Qatar Grand Prix,2.0,0.0,82.3725,10.666666666666664
HAM,Mercedes,16.0,4.0,12.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-2.666666666666666
RUS,Mercedes,6.0,5.0,10.0,2024,Yas Island,Abu Dhabi Grand Prix,2.0,0.0,82.3725,-6.666666666666666
RIC,RB,14.0,13.0,0.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,0.0
TSU,RB,11.0,14.0,0.0,2024,Sakhir,Bahrain Grand Prix,2.0,0.0,82.3725,0.0
TSU,RB,9.0,15.0,0.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
RIC,RB,14.0,16.0,0.0,2024,Jeddah,Saudi Arabian Grand Prix,2.0,0.0,82.3725,0.0
TSU,RB,8.0,7.0,6.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,0.0
RIC,RB,18.0,12.0,0.0,2024,Melbourne,Australian Grand Prix,2.0,0.0,82.3725,2.0
TSU,RB,10.0,10.0,1.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,2.0
RIC,RB,11.0,19.0,0.0,2024,Suzuka,Japanese Grand Prix,2.0,0.0,82.3725,2.3333333333333335
RIC,RB,12.0,18.0,0.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
TSU,RB,19.0,19.0,0.0,2024,Shanghai,Chinese Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
TSU,RB,10.0,7.0,6.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,-2.3333333333333335
RIC,RB,20.0,15.0,0.0,2024,Miami,Miami Grand Prix,2.0,0.0,82.3725,1.6666666666666667
TSU,RB,7.0,10.0,1.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,1.6666666666666667
RIC,RB,9.0,13.0,0.0,2024,Imola,Emilia Romagna Grand Prix,2.0,0.0,82.3725,2.3333333333333335
TSU,RB,8.0,8.0,4.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-1.6666666666666667
RIC,RB,12.0,12.0,0.0,2024,Monaco,Monaco Grand Prix,2.0,0.0,82.3725,-0.33333333333333326
RIC,RB,5.0,8.0,4.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,-1.0000000000000002
TSU,RB,8.0,14.0,0.0,2024,Montréal,Canadian Grand Prix,2.0,0.0,82.3725,2.333333333333333
RIC,RB,18.0,15.0,0.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,-0.3333333333333335
TSU,RB,17.0,19.0,0.0,2024,Barcelona,Spanish Grand Prix,2.0,0.0,82.3725,0.0
RIC,RB,11.0,9.0,2.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-2.6666666666666665
TSU,RB,14.0,14.0,0.0,2024,Spielberg,Austrian Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
TSU,RB,13.0,10.0,1.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,-0.6666666666666666
RIC,RB,15.0,13.0,0.0,2024,Silverstone,British Grand Prix,2.0,0.0,82.3725,1.0
TSU,RB,10.0,9.0,2.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
RIC,RB,9.0,12.0,0.0,2024,Budapest,Hungarian Grand Prix,2.0,0.0,82.3725,0.33333333333333337
RIC,RB,13.0,10.0,1.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,-0.33333333333333337
TSU,RB,20.0,16.0,0.0,2024,Spa-Francorchamps,Belgian Grand Prix,2.0,0.0,82.3725,0.6666666666666667
RIC,RB,13.0,12.0,0.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-0.6666666666666667
TSU,RB,11.0,17.0,0.0,2024,Zandvoort,Dutch Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
RIC,RB,12.0,13.0,0.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,-1.0
TSU,RB,16.0,20.0,0.0,2024,Monza,Italian Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
RIC,RB,14.0,13.0,0.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,-0.3333333333333333
TSU,RB,11.0,20.0,0.0,2024,Baku,Azerbaijan Grand Prix,2.0,0.0,82.3725,0.0
TSU,RB,8.0,12.0,0.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.0
RIC,RB,16.0,18.0,0.0,2024,Marina Bay,Singapore Grand Prix,2.0,0.0,82.3725,0.0
LAW,RB,19.0,9.0,2.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,0.0
TSU,RB,10.0,14.0,0.0,2024,Austin,United States Grand Prix,2.0,0.0,82.3725,0.6666666666666666
LAW,RB,12.0,16.0,0.0,2024,Mexico City,Mexico City Grand Prix,2.0,0.0,82.3725,0.6666666666666666
